# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 787 1 867 2082 1454145 5 16x16/actions/document-send.png
DUPTYPE_WITHIN_SAME_TREE -787 2 867 2082 1457563 5 16x16/actions/symbolic/send-to-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -787 2 867 2082 1457539 5 16x16/actions/symbolic/document-send-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 967 1 868 2082 1454231 5 16x16/actions/mail-mark-read.png
DUPTYPE_WITHIN_SAME_TREE -967 1 868 2082 1454406 5 16x16/actions/mail-message.png
DUPTYPE_WITHIN_SAME_TREE -967 2 868 2082 1457521 5 16x16/status/symbolic/mail-read-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -967 1 868 2082 1453999 5 16x16/actions/mail-read.png
DUPTYPE_WITHIN_SAME_TREE -967 1 868 2082 1453897 5 16x16/places/mail-message.png
DUPTYPE_FIRST_OCCURRENCE 841 1 869 2082 1454444 5 16x16/actions/filename-discnumber-amarok.png
DUPTYPE_WITHIN_SAME_TREE -841 1 869 2082 1454233 5 16x16/actions/filename-track-amarok.png
DUPTYPE_FIRST_OCCURRENCE 978 1 872 2082 1454381 5 16x16/actions/mail-send.png
DUPTYPE_WITHIN_SAME_TREE -978 2 872 2082 1457631 5 16x16/actions/symbolic/mail-send-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2818 1 875 2082 1456348 6 22x22/devices/camera-photo.png
DUPTYPE_WITHIN_SAME_TREE -2818 2 875 2082 1457889 6 22x22/devices/symbolic/camera-photo-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 4469 1 880 2082 1453023 9 32x32/status/user-offline.png
DUPTYPE_WITHIN_SAME_TREE -4469 2 880 2082 1457323 9 32x32/status/symbolic/user-offline-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 4445 1 880 2082 1453040 9 32x32/status/dialog-password.png
DUPTYPE_WITHIN_SAME_TREE -4445 2 880 2082 1457310 9 32x32/status/symbolic/security-high-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -4445 1 880 2082 1453017 9 32x32/status/security-high.png
DUPTYPE_FIRST_OCCURRENCE 1867 1 882 2082 1454332 5 16x16/status/user-away.png
DUPTYPE_WITHIN_SAME_TREE -1867 2 882 2082 1457518 5 16x16/status/symbolic/user-away-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2119 1 884 2082 1456379 6 22x22/actions/bookmark-new.png
DUPTYPE_WITHIN_SAME_TREE -2119 2 884 2082 1457953 6 22x22/actions/symbolic/bookmark-new-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 968 1 888 2082 1454290 5 16x16/actions/mail-mark-task.png
DUPTYPE_WITHIN_SAME_TREE -968 1 888 2082 1453915 5 16x16/actions/view-calendar-tasks.png
DUPTYPE_FIRST_OCCURRENCE 974 1 888 2082 1454447 5 16x16/actions/mail-reply-all.png
DUPTYPE_WITHIN_SAME_TREE -974 2 888 2082 1457645 5 16x16/actions/symbolic/mail-reply-all-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 809 1 889 2082 1454301 5 16x16/actions/edit-none.png
DUPTYPE_WITHIN_SAME_TREE -809 1 889 2082 1454470 5 16x16/actions/mail-thread-ignored.png
DUPTYPE_WITHIN_SAME_TREE -809 1 889 2082 1454260 5 16x16/actions/filename-ignore-amarok.png
DUPTYPE_FIRST_OCCURRENCE 806 1 890 2082 1454255 5 16x16/actions/edit-find.png
DUPTYPE_WITHIN_SAME_TREE -806 2 890 2082 1457560 5 16x16/actions/symbolic/edit-find-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2091 1 892 2082 1456392 6 22x22/actions/amarok_artist.png
DUPTYPE_WITHIN_SAME_TREE -2091 1 892 2082 1456721 6 22x22/actions/filename-artist-amarok.png
DUPTYPE_WITHIN_SAME_TREE -2091 1 892 2082 1456848 6 22x22/status/microphone-sensitivity-high.png
DUPTYPE_WITHIN_SAME_TREE -2091 2 892 2082 1457909 6 22x22/status/symbolic/microphone-sensitivity-high-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2091 2 892 2082 1457863 6 22x22/apps/symbolic/org.gnome.Settings-microphone-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 5183 1 894 2082 1451895 10 48x48/devices/cpu.png
DUPTYPE_WITHIN_SAME_TREE -5183 1 894 2082 1451476 10 48x48/preferences/preferences-system-performance.png
DUPTYPE_WITHIN_SAME_TREE -5183 1 894 2082 1451503 10 48x48/preferences/preferences-devices-cpu.png
DUPTYPE_FIRST_OCCURRENCE 2106 1 895 2082 1456679 6 22x22/actions/arrow-down-double.png
DUPTYPE_WITHIN_SAME_TREE -2106 1 895 2082 1456633 6 22x22/actions/window-keep-below.png
DUPTYPE_WITHIN_SAME_TREE -2106 2 895 2082 1457986 6 22x22/actions/symbolic/window-keep-below-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 3803 1 898 2082 1452837 9 32x32/actions/view-fullscreen.png
DUPTYPE_WITHIN_SAME_TREE -3803 2 898 2082 1457350 9 32x32/actions/symbolic/view-fullscreen-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2139 1 900 2082 1456454 6 22x22/actions/color-picker.png
DUPTYPE_WITHIN_SAME_TREE -2139 2 900 2082 1457968 6 22x22/actions/symbolic/color-select-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2139 1 900 2082 1456879 6 22x22/actions/color-select.png
DUPTYPE_FIRST_OCCURRENCE 805 1 902 2082 1454283 5 16x16/actions/edit-find-replace.png
DUPTYPE_WITHIN_SAME_TREE -805 2 902 2082 1457546 5 16x16/actions/symbolic/edit-find-replace-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 1535 1 903 2082 1453325 5 16x16/categories/applications-system.png
DUPTYPE_WITHIN_SAME_TREE -1535 2 903 2082 1457459 5 16x16/categories/symbolic/applications-system-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 1445 1 906 2082 1453670 5 16x16/apps/org.gnome.Epiphany.png
DUPTYPE_WITHIN_SAME_TREE -1445 2 906 2082 1457461 5 16x16/apps/symbolic/org.gnome.Epiphany-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -1445 1 906 2082 1453668 5 16x16/apps/web-browser.png
DUPTYPE_FIRST_OCCURRENCE 3457 1 908 2082 1453187 9 32x32/actions/dialog-filters.png
DUPTYPE_WITHIN_SAME_TREE -3457 2 908 2082 1457435 9 32x32/actions/symbolic/filter-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -3457 1 908 2082 1452809 9 32x32/actions/gnumeric-autofilter.png
DUPTYPE_WITHIN_SAME_TREE -3457 1 908 2082 1452784 9 32x32/actions/view-filter.png
DUPTYPE_FIRST_OCCURRENCE 2440 1 909 2082 1456642 6 22x22/actions/quickopen.png
DUPTYPE_WITHIN_SAME_TREE -2440 2 909 2082 1457875 6 22x22/devices/symbolic/thunderbolt-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2440 1 909 2082 1456663 6 22x22/actions/view-form-action.png
DUPTYPE_FIRST_OCCURRENCE 1137 1 909 2082 1454200 5 16x16/actions/tools-report-bug.png
DUPTYPE_WITHIN_SAME_TREE -1137 2 909 2082 1457522 5 16x16/status/symbolic/computer-fail-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -1137 1 909 2082 1454322 5 16x16/status/computer-fail.png
DUPTYPE_WITHIN_SAME_TREE -1137 1 909 2082 1454311 5 16x16/status/script-error.png
DUPTYPE_FIRST_OCCURRENCE 2872 1 911 2082 1456341 6 22x22/mimetypes/application-vnd.oasis.opendocument.spreadsheet.png
DUPTYPE_WITHIN_SAME_TREE -2872 1 911 2082 1456237 6 22x22/mimetypes/x-office-spreadsheet.png
DUPTYPE_WITHIN_SAME_TREE -2872 1 911 2082 1456304 6 22x22/mimetypes/libreoffice-oasis-spreadsheet.png
DUPTYPE_FIRST_OCCURRENCE 3826 1 911 2082 1453130 9 32x32/actions/view-restore.png
DUPTYPE_WITHIN_SAME_TREE -3826 2 911 2082 1457397 9 32x32/actions/symbolic/view-restore-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2600 1 912 2082 1456045 6 22x22/apps/acroread.png
DUPTYPE_WITHIN_SAME_TREE -2600 1 912 2082 1456109 6 22x22/apps/org.gnome.Evince.png
DUPTYPE_FIRST_OCCURRENCE 4666 1 918 2082 1451918 10 48x48/actions/amarok_artist.png
DUPTYPE_WITHIN_SAME_TREE -4666 2 918 2082 1457172 10 48x48/apps/symbolic/org.gnome.Settings-microphone-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -4666 2 918 2082 1457258 10 48x48/status/symbolic/microphone-sensitivity-high-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -4666 1 918 2082 1452061 10 48x48/actions/filename-artist-amarok.png
DUPTYPE_WITHIN_SAME_TREE -4666 1 918 2082 1452209 10 48x48/status/microphone-sensitivity-high.png
DUPTYPE_FIRST_OCCURRENCE 2869 1 919 2082 1456280 6 22x22/mimetypes/application-vnd.oasis.opendocument.database.png
DUPTYPE_WITHIN_SAME_TREE -2869 1 919 2082 1456292 6 22x22/mimetypes/application-vnd.sqlite3.png
DUPTYPE_FIRST_OCCURRENCE 2870 1 919 2082 1456275 6 22x22/mimetypes/application-vnd.oasis.opendocument.graphics.png
DUPTYPE_WITHIN_SAME_TREE -2870 1 919 2082 1456264 6 22x22/mimetypes/libreoffice-oasis-drawing.png
DUPTYPE_FIRST_OCCURRENCE 2871 1 919 2082 1456318 6 22x22/mimetypes/application-vnd.oasis.opendocument.presentation.png
DUPTYPE_WITHIN_SAME_TREE -2871 1 919 2082 1456282 6 22x22/mimetypes/libreoffice-oasis-presentation.png
DUPTYPE_WITHIN_SAME_TREE -2871 1 919 2082 1456294 6 22x22/mimetypes/x-office-presentation.png
DUPTYPE_FIRST_OCCURRENCE 1068 1 925 2082 1454060 5 16x16/actions/raindrop.png
DUPTYPE_WITHIN_SAME_TREE -1068 1 925 2082 1454488 5 16x16/applets/weather-showers.png
DUPTYPE_FIRST_OCCURRENCE 911 1 926 2082 1454423 5 16x16/actions/identity.png
DUPTYPE_WITHIN_SAME_TREE -911 1 926 2082 1454492 5 16x16/applets/user-identity.png
DUPTYPE_WITHIN_SAME_TREE -911 1 926 2082 1454439 5 16x16/actions/user-identity.png
DUPTYPE_WITHIN_SAME_TREE -911 1 926 2082 1453899 5 16x16/places/user-identity.png
DUPTYPE_FIRST_OCCURRENCE 986 1 929 2082 1454377 5 16x16/actions/media-album-repeat-amarok.png
DUPTYPE_WITHIN_SAME_TREE -986 1 929 2082 1454215 5 16x16/actions/media-repeat-album-amarok.png
DUPTYPE_FIRST_OCCURRENCE 2294 1 929 2082 1456753 6 22x22/actions/insert-text.png
DUPTYPE_WITHIN_SAME_TREE -2294 2 929 2082 1457980 6 22x22/actions/symbolic/insert-text-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2188 1 930 2082 1456549 6 22x22/actions/draw-brush.png
DUPTYPE_WITHIN_SAME_TREE -2188 1 930 2082 1456529 6 22x22/actions/games-config-theme.png
DUPTYPE_WITHIN_SAME_TREE -2188 1 930 2082 1456700 6 22x22/actions/tool_brush.png
DUPTYPE_FIRST_OCCURRENCE 2580 1 936 2082 1456773 6 22x22/actions/window-keep-above.png
DUPTYPE_WITHIN_SAME_TREE -2580 2 936 2082 1458020 6 22x22/actions/symbolic/window-keep-above-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2887 1 936 2082 1456258 6 22x22/mimetypes/application-x-font-bdf.png
DUPTYPE_WITHIN_SAME_TREE -2887 1 936 2082 1456231 6 22x22/mimetypes/application-x-font-pcf.png
DUPTYPE_WITHIN_SAME_TREE -2887 1 936 2082 1456261 6 22x22/mimetypes/application-x-font-type1.png
DUPTYPE_FIRST_OCCURRENCE 2879 1 940 2082 1456230 6 22x22/mimetypes/application-x-cd-image.png
DUPTYPE_WITHIN_SAME_TREE -2879 1 940 2082 1456271 6 22x22/mimetypes/application-x-raw-disk-image.png
DUPTYPE_FIRST_OCCURRENCE 2236 1 941 2082 1456440 6 22x22/actions/filename-year-amarok.png
DUPTYPE_WITHIN_SAME_TREE -2236 1 941 2082 1456695 6 22x22/actions/view-calendar.png
DUPTYPE_WITHIN_SAME_TREE -2236 2 941 2082 1457872 6 22x22/mimetypes/symbolic/x-office-calendar-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 3060 1 942 2082 1455953 6 22x22/preferences/preferences-desktop-theme-windowdecorations.png
DUPTYPE_WITHIN_SAME_TREE -3060 1 942 2082 1455956 6 22x22/preferences/preferences-system-windows.png
DUPTYPE_FIRST_OCCURRENCE 2900 1 943 2082 1456240 6 22x22/mimetypes/application-x-ms-dos-executable.png
DUPTYPE_WITHIN_SAME_TREE -2900 1 943 2082 1456249 6 22x22/mimetypes/application-x-mswinurl.png
DUPTYPE_FIRST_OCCURRENCE 2750 1 943 2082 1456146 6 22x22/apps/org.gnome.Calculator.png
DUPTYPE_WITHIN_SAME_TREE -2750 2 943 2082 1457862 6 22x22/apps/symbolic/org.gnome.Calculator-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 1249 1 944 2082 1453515 5 16x16/apps/acroread.png
DUPTYPE_WITHIN_SAME_TREE -1249 1 944 2082 1453596 5 16x16/apps/org.gnome.Evince.png
DUPTYPE_FIRST_OCCURRENCE 4785 1 945 2082 1452011 10 48x48/actions/media-playlist-append.png
DUPTYPE_WITHIN_SAME_TREE -4785 1 945 2082 1452007 10 48x48/actions/media-track-add-amarok.png
DUPTYPE_FIRST_OCCURRENCE 2908 1 948 2082 1456285 6 22x22/mimetypes/application-x-shellscript.png
DUPTYPE_WITHIN_SAME_TREE -2908 1 948 2082 1456272 6 22x22/mimetypes/text-x-script.png
DUPTYPE_FIRST_OCCURRENCE 2168 1 949 2082 1456981 6 22x22/actions/document-encrypt.png
DUPTYPE_WITHIN_SAME_TREE -2168 1 949 2082 1455933 6 22x22/preferences/preferences-desktop-cryptography.png
DUPTYPE_WITHIN_SAME_TREE -2168 1 949 2082 1456568 6 22x22/actions/object-locked.png
DUPTYPE_WITHIN_SAME_TREE -2168 1 949 2082 1456267 6 22x22/mimetypes/preferences-desktop-cryptography.png
DUPTYPE_WITHIN_SAME_TREE -2168 1 949 2082 1455980 6 22x22/preferences/preferences-web-browser-ssl.png
DUPTYPE_WITHIN_SAME_TREE -2168 1 949 2082 1456066 6 22x22/apps/gpg.png
DUPTYPE_WITHIN_SAME_TREE -2168 1 949 2082 1456142 6 22x22/apps/gpgsm.png
DUPTYPE_WITHIN_SAME_TREE -2168 1 949 2082 1456402 6 22x22/actions/kdenlive-lock.png
DUPTYPE_FIRST_OCCURRENCE 2498 1 955 2082 1456540 6 22x22/actions/trash-empty.png
DUPTYPE_WITHIN_SAME_TREE -2498 2 955 2082 1457903 6 22x22/places/symbolic/user-trash-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2498 1 955 2082 1456579 6 22x22/places/user-trash.png
DUPTYPE_FIRST_OCCURRENCE 3451 1 956 2082 1453166 9 32x32/actions/debug-run.png
DUPTYPE_WITHIN_SAME_TREE -3451 1 956 2082 1453182 9 32x32/actions/run-build.png
DUPTYPE_FIRST_OCCURRENCE 2822 1 958 2082 1456375 6 22x22/devices/cups.png
DUPTYPE_WITHIN_SAME_TREE -2822 2 958 2082 1457883 6 22x22/devices/symbolic/printer-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2822 1 958 2082 1455926 6 22x22/preferences/preferences-devices-printer.png
DUPTYPE_WITHIN_SAME_TREE -2822 1 958 2082 1456358 6 22x22/devices/printer.png
DUPTYPE_FIRST_OCCURRENCE 2167 1 961 2082 1456976 6 22x22/actions/document-edit.png
DUPTYPE_WITHIN_SAME_TREE -2167 2 961 2082 1458012 6 22x22/actions/symbolic/document-edit-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2167 1 961 2082 1456413 6 22x22/actions/entry-edit.png
DUPTYPE_WITHIN_SAME_TREE -2167 1 961 2082 1456409 6 22x22/actions/filename-composer-amarok.png
DUPTYPE_WITHIN_SAME_TREE -2167 1 961 2082 1456395 6 22x22/actions/edit-entry.png
DUPTYPE_FIRST_OCCURRENCE 2161 1 961 2082 1456752 6 22x22/actions/dialog-scripts.png
DUPTYPE_WITHIN_SAME_TREE -2161 1 961 2082 1456199 6 22x22/apps/xterm.png
DUPTYPE_WITHIN_SAME_TREE -2161 1 961 2082 1456116 6 22x22/apps/xconsole.png
DUPTYPE_WITHIN_SAME_TREE -2161 1 961 2082 1456159 6 22x22/apps/org.gnome.Terminal.Preferences.png
DUPTYPE_WITHIN_SAME_TREE -2161 1 961 2082 1456200 6 22x22/apps/org.gnome.Terminal.png
DUPTYPE_FIRST_OCCURRENCE 2574 1 963 2082 1456692 6 22x22/actions/virtual-desktops.png
DUPTYPE_WITHIN_SAME_TREE -2574 1 963 2082 1455904 6 22x22/preferences/preferences-desktop-wallpaper.png
DUPTYPE_WITHIN_SAME_TREE -2574 1 963 2082 1455981 6 22x22/preferences/preferences-desktop-virtual.png
DUPTYPE_FIRST_OCCURRENCE 2646 1 964 2082 1456115 6 22x22/apps/kajongg.png
DUPTYPE_WITHIN_SAME_TREE -2646 1 964 2082 1455987 6 22x22/apps/kmahjongg.png
DUPTYPE_FIRST_OCCURRENCE 1566 1 968 2082 1453846 5 16x16/devices/phone.png
DUPTYPE_WITHIN_SAME_TREE -1566 2 968 2082 1457495 5 16x16/devices/symbolic/phone-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2120 1 968 2082 1456530 6 22x22/actions/bookmarks.png
DUPTYPE_WITHIN_SAME_TREE -2120 1 968 2082 1456590 6 22x22/places/favorites.png
DUPTYPE_WITHIN_SAME_TREE -2120 1 968 2082 1455951 6 22x22/preferences/preferences-desktop-default-applications.png
DUPTYPE_WITHIN_SAME_TREE -2120 1 968 2082 1456596 6 22x22/places/user-bookmarks.png
DUPTYPE_WITHIN_SAME_TREE -2120 1 968 2082 1455884 6 22x22/emblems/rating.png
DUPTYPE_WITHIN_SAME_TREE -2120 2 968 2082 1457897 6 22x22/places/symbolic/user-bookmarks-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2120 2 968 2082 1457920 6 22x22/status/symbolic/starred-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2120 1 968 2082 1456841 6 22x22/status/starred.png
DUPTYPE_FIRST_OCCURRENCE 2176 1 968 2082 1456495 6 22x22/actions/document-print.png
DUPTYPE_WITHIN_SAME_TREE -2176 2 968 2082 1457944 6 22x22/actions/symbolic/document-print-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 721 1 969 2082 1454076 5 16x16/actions/bookmarks.png
DUPTYPE_WITHIN_SAME_TREE -721 1 969 2082 1453876 5 16x16/places/favorites.png
DUPTYPE_WITHIN_SAME_TREE -721 1 969 2082 1453261 5 16x16/emblems/rating.png
DUPTYPE_FIRST_OCCURRENCE 2431 1 972 2082 1456766 6 22x22/actions/photos-amarok.png
DUPTYPE_WITHIN_SAME_TREE -2431 1 972 2082 1456450 6 22x22/actions/viewimage.png
DUPTYPE_FIRST_OCCURRENCE 3630 1 979 2082 1452858 9 32x32/actions/mail-mark-unread.png
DUPTYPE_WITHIN_SAME_TREE -3630 1 979 2082 1453076 9 32x32/actions/mail-unread.png
DUPTYPE_WITHIN_SAME_TREE -3630 2 979 2082 1457317 9 32x32/status/symbolic/mail-unread-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2345 1 979 2082 1456439 6 22x22/actions/love-amarok.png
DUPTYPE_WITHIN_SAME_TREE -2345 2 979 2082 1457838 6 22x22/emblems/symbolic/emblem-favorite-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2345 1 979 2082 1455882 6 22x22/emblems/emblem-favorite.png
DUPTYPE_FIRST_OCCURRENCE 3490 1 979 2082 1453170 9 32x32/actions/draw-text.png
DUPTYPE_WITHIN_SAME_TREE -3490 1 979 2082 1452826 9 32x32/actions/edit-select-text.png
DUPTYPE_WITHIN_SAME_TREE -3490 1 979 2082 1453150 9 32x32/actions/tool_text.png
DUPTYPE_WITHIN_SAME_TREE -3490 1 979 2082 1453073 9 32x32/actions/tool-text.png
DUPTYPE_FIRST_OCCURRENCE 3623 1 981 2082 1452927 9 32x32/actions/mail-attachment.png
DUPTYPE_WITHIN_SAME_TREE -3623 2 981 2082 1457320 9 32x32/status/symbolic/mail-attachment-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2613 1 983 2082 1456015 6 22x22/apps/calligraplan.png
DUPTYPE_WITHIN_SAME_TREE -2613 1 983 2082 1456055 6 22x22/apps/calligraplanwork.png
DUPTYPE_FIRST_OCCURRENCE 1483 1 994 2082 1453641 5 16x16/apps/system-software-update.png
DUPTYPE_WITHIN_SAME_TREE -1483 1 994 2082 1454313 5 16x16/status/update-none.png
DUPTYPE_WITHIN_SAME_TREE -1483 1 994 2082 1454304 5 16x16/status/update-medium.png
DUPTYPE_WITHIN_SAME_TREE -1483 1 994 2082 1454324 5 16x16/status/update-high.png
DUPTYPE_WITHIN_SAME_TREE -1483 1 994 2082 1454308 5 16x16/status/update-low.png
DUPTYPE_FIRST_OCCURRENCE 3016 1 996 2082 1456582 6 22x22/places/user-trash-full.png
DUPTYPE_WITHIN_SAME_TREE -3016 2 996 2082 1457911 6 22x22/status/symbolic/user-trash-full-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2772 1 999 2082 1456010 6 22x22/apps/seahorse.png
DUPTYPE_WITHIN_SAME_TREE -2772 1 999 2082 1455881 6 22x22/emblems/emblem-readonly.png
DUPTYPE_WITHIN_SAME_TREE -2772 1 999 2082 1455877 6 22x22/emblems/emblem-locked.png
DUPTYPE_FIRST_OCCURRENCE 1260 1 1001 2082 1453507 5 16x16/apps/baloo.png
DUPTYPE_WITHIN_SAME_TREE -1260 2 1001 2082 1457465 5 16x16/apps/symbolic/org.gnome.Settings-search-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -1260 1 1001 2082 1453354 5 16x16/preferences/preferences-desktop-baloo.png
DUPTYPE_FIRST_OCCURRENCE 790 1 1001 2082 1454120 5 16x16/actions/donate.png
DUPTYPE_WITHIN_SAME_TREE -790 1 1001 2082 1454244 5 16x16/actions/help-donate.png
DUPTYPE_FIRST_OCCURRENCE 3455 1 1004 2082 1452893 9 32x32/actions/dialog-cancel.png
DUPTYPE_WITHIN_SAME_TREE -3455 1 1004 2082 1452702 9 32x32/apps/waiting.png
DUPTYPE_FIRST_OCCURRENCE 1486 1 1005 2082 1453625 5 16x16/apps/thunderbird-icon.png
DUPTYPE_WITHIN_SAME_TREE -1486 1 1005 2082 1453548 5 16x16/apps/thunderbird.png
DUPTYPE_FIRST_OCCURRENCE 3481 1 1008 2082 1452782 9 32x32/actions/document-save.png
DUPTYPE_WITHIN_SAME_TREE -3481 2 1008 2082 1457394 9 32x32/actions/symbolic/document-save-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2890 1 1014 2082 1456239 6 22x22/mimetypes/application-x-font-ttf.png
DUPTYPE_WITHIN_SAME_TREE -2890 1 1014 2082 1456252 6 22x22/mimetypes/font-ttf.png
DUPTYPE_FIRST_OCCURRENCE 2760 1 1020 2082 1456065 6 22x22/apps/org.xfce.terminal.png
DUPTYPE_WITHIN_SAME_TREE -2760 1 1020 2082 1456145 6 22x22/apps/utilities-terminal.png
DUPTYPE_FIRST_OCCURRENCE 3358 1 1021 2082 1457035 7 24x24/status/network-wireless-disconnected.png
DUPTYPE_WITHIN_SAME_TREE -3358 1 1021 2082 1457014 7 24x24/status/network-wireless-off.png
DUPTYPE_FIRST_OCCURRENCE 2657 1 1022 2082 1456002 6 22x22/apps/kcmdf.png
DUPTYPE_WITHIN_SAME_TREE -2657 1 1022 2082 1456098 6 22x22/apps/kdf.png
DUPTYPE_FIRST_OCCURRENCE 2173 1 1022 2082 1456768 6 22x22/actions/document-open-recent.png
DUPTYPE_WITHIN_SAME_TREE -2173 1 1022 2082 1456951 6 22x22/actions/document-open.png
DUPTYPE_WITHIN_SAME_TREE -2173 2 1022 2082 1458022 6 22x22/actions/symbolic/document-open-symbolic.png
DUPTYPE_WITHIN_SAME_TREE -2173 2 1022 2082 1457949 6 22x22/actions/symbolic/document-open-recent-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 3799 1 1022 2082 1452871 9 32x32/actions/view-close.png
DUPTYPE_WITHIN_SAME_TREE -3799 1 1022 2082 1453075 9 32x32/actions/view-left-close.png
DUPTYPE_WITHIN_SAME_TREE -3799 1 1022 2082 1453302 9 32x32/actions/view-right-close.png
DUPTYPE_FIRST_OCCURRENCE 2380 1 1024 2082 1456933 6 22x22/actions/media-record.png
DUPTYPE_WITHIN_SAME_TREE -2380 2 1024 2082 1457937 6 22x22/actions/symbolic/media-record-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2588 1 1025 2082 1456814 6 22x22/actions/zoom-out.png
DUPTYPE_WITHIN_SAME_TREE -2588 2 1025 2082 1457952 6 22x22/actions/symbolic/zoom-out-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2228 1 1026 2082 1456682 6 22x22/actions/filename-album-amarok.png
DUPTYPE_WITHIN_SAME_TREE -2228 1 1026 2082 1456385 6 22x22/actions/media-default-album.png
DUPTYPE_WITHIN_SAME_TREE -2228 1 1026 2082 1456914 6 22x22/actions/media-album-cover-manager-amarok.png
DUPTYPE_FIRST_OCCURRENCE 2344 1 1026 2082 1456404 6 22x22/actions/lock.png
DUPTYPE_WITHIN_SAME_TREE -2344 1 1026 2082 1455902 6 22x22/preferences/system-lock-screen.png
DUPTYPE_WITHIN_SAME_TREE -2344 1 1026 2082 1456388 6 22x22/actions/system-lock-screen.png
DUPTYPE_WITHIN_SAME_TREE -2344 2 1026 2082 1457905 6 22x22/status/symbolic/system-lock-screen-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2873 1 1027 2082 1456301 6 22x22/mimetypes/application-vnd.oasis.opendocument.text.png
DUPTYPE_WITHIN_SAME_TREE -2873 1 1027 2082 1456276 6 22x22/mimetypes/libreoffice-oasis-text.png
DUPTYPE_FIRST_OCCURRENCE 3021 1 1030 2082 1455932 6 22x22/preferences/kaccess.png
DUPTYPE_WITHIN_SAME_TREE -3021 1 1030 2082 1455916 6 22x22/preferences/preferences-desktop-accessibility.png
DUPTYPE_WITHIN_SAME_TREE -3021 2 1030 2082 1457846 6 22x22/preferences/symbolic/preferences-desktop-accessibility-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2612 1 1030 2082 1456164 6 22x22/apps/calligrakarbon.png
DUPTYPE_WITHIN_SAME_TREE -2612 1 1030 2082 1456099 6 22x22/apps/karbon.png
DUPTYPE_FIRST_OCCURRENCE 2950 1 1032 2082 1456268 6 22x22/mimetypes/text-enriched.png
DUPTYPE_WITHIN_SAME_TREE -2950 1 1032 2082 1456260 6 22x22/mimetypes/text-rtf.png
DUPTYPE_WITHIN_SAME_TREE -2950 1 1032 2082 1456269 6 22x22/mimetypes/text-rdf.png
DUPTYPE_WITHIN_SAME_TREE -2950 1 1032 2082 1456248 6 22x22/mimetypes/text-markdown.png
DUPTYPE_FIRST_OCCURRENCE 2245 1 1033 2082 1456398 6 22x22/actions/format-indent-less.png
DUPTYPE_WITHIN_SAME_TREE -2245 2 1033 2082 1457961 6 22x22/actions/symbolic/format-indent-less-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 2196 1 1034 2082 1456406 6 22x22/actions/edit-cut.png
DUPTYPE_WITHIN_SAME_TREE -2196 2 1034 2082 1458021 6 22x22/actions/symbolic/edit-cut-symbolic.png
DUPTYPE_FIRST_OCCURRENCE 5618 1 1037 2082 1454651 11 64x64/actions/amarok_artist.png
